Script,Time (s),Threads,TPS,QPS,Reads,Writes,Other,Latency (ms;95%),ErrPs,ReconnPs
query_differences_select_full_match,30.00,1.00,4219.74,5136.74,4219.54,916.80,0.40,4358.36,0.00,0.00
query_differences_select_leftmost_prefix,30.00,1.00,1635.78,2552.78,1635.58,916.80,0.40,4358.73,0.00,0.00
query_differences_select_not_leftmost,30.00,1.00,323.80,1240.80,323.60,916.80,0.40,4361.45,0.00,0.00
query_differences_select_range_values,30.00,1.00,380.61,1297.61,380.41,916.80,0.40,4360.85,0.00,0.00
query_differences_select_range_with_like,30.00,1.00,3149.48,4066.48,3149.28,916.80,0.40,4358.44,0.00,0.00
query_differences_select_skip_columns,30.00,1.00,1969.25,2886.25,1969.05,916.80,0.40,4358.63,0.00,0.00
query_differences_select_column_prefix,35.00,1.00,906.39,1821.79,905.99,915.00,0.80,4359.23,0.00,0.00
query_differences_select_combined_match_with_range,35.00,1.00,3706.67,4622.07,3706.27,915.00,0.80,4358.39,0.00,0.00
query_differences_select_exact_with_prefix,35.00,1.00,2744.77,3660.17,2744.37,915.00,0.80,4358.48,0.00,0.00
query_differences_select_full_match,35.00,1.00,4215.66,5131.06,4215.26,915.00,0.80,4358.36,0.00,0.00
query_differences_select_leftmost_prefix,35.00,1.00,1636.23,2551.63,1635.83,915.00,0.80,4358.73,0.00,0.00
query_differences_select_not_leftmost,35.00,1.00,323.60,1239.00,323.20,915.00,0.80,4361.45,0.00,0.00
query_differences_select_range_values,35.00,1.00,380.60,1296.00,380.20,915.00,0.80,4360.85,0.00,0.00
query_differences_select_range_with_like,35.00,1.00,3142.80,4058.20,3142.40,915.00,0.80,4358.44,0.00,0.00
query_differences_select_skip_columns,35.00,1.00,1965.14,2880.54,1964.74,915.00,0.80,4358.63,0.00,0.00
query_differences_select_column_prefix,40.00,1.00,881.20,1789.80,881.00,908.40,0.40,4519.13,0.00,0.00
query_differences_select_combined_match_with_range,40.00,1.00,3708.77,4617.37,3708.57,908.40,0.40,4518.20,0.00,0.00
query_differences_select_exact_with_prefix,40.00,1.00,2740.64,3649.24,2740.44,908.40,0.40,4518.29,0.00,0.00
query_differences_select_full_match,40.00,1.00,4157.39,5065.99,4157.19,908.40,0.40,4518.17,0.00,0.00
query_differences_select_leftmost_prefix,40.00,1.00,1633.77,2542.37,1633.57,908.40,0.40,4518.54,0.00,0.00
query_differences_select_not_leftmost,40.00,1.00,326.40,1235.00,326.20,908.40,0.40,4521.26,0.00,0.00
query_differences_select_range_values,40.00,1.00,379.40,1288.00,379.20,908.40,0.40,4520.66,0.00,0.00
query_differences_select_range_with_like,40.00,1.00,3161.94,4070.54,3161.74,908.40,0.40,4518.24,0.00,0.00
query_differences_select_skip_columns,40.00,1.00,1973.45,2882.05,1973.25,908.40,0.40,4518.44,0.00,0.00
query_differences_select_column_prefix,45.00,1.00,905.60,1822.60,905.40,916.80,0.40,4281.48,0.00,0.00
query_differences_select_combined_match_with_range,45.00,1.00,3734.82,4651.82,3734.62,916.80,0.40,4280.62,0.00,0.00
query_differences_select_exact_with_prefix,45.00,1.00,2723.94,3640.94,2723.74,916.80,0.40,4280.72,0.00,0.00
query_differences_select_full_match,45.00,1.00,4212.24,5129.24,4212.04,916.80,0.40,4280.59,0.00,0.00
query_differences_select_leftmost_prefix,45.00,1.00,1629.62,2546.62,1629.42,916.80,0.40,4280.96,0.00,0.00
query_differences_select_not_leftmost,45.00,1.00,322.60,1239.60,322.40,916.80,0.40,4283.68,0.00,0.00
query_differences_select_range_values,45.00,1.00,378.20,1295.20,378.00,916.80,0.40,4283.13,0.00,0.00
query_differences_select_range_with_like,45.00,1.00,3126.26,4043.26,3126.06,916.80,0.40,4280.67,0.00,0.00
query_differences_select_skip_columns,45.00,1.00,1959.99,2876.99,1959.79,916.80,0.40,4280.86,0.00,0.00
query_differences_select_column_prefix,50.00,1.00,904.60,1820.19,904.40,915.39,0.40,4359.25,0.00,0.00
query_differences_select_combined_match_with_range,50.00,1.00,3711.42,4627.01,3711.22,915.39,0.40,4358.39,0.00,0.00
query_differences_select_exact_with_prefix,50.00,1.00,2724.46,3640.05,2724.26,915.39,0.40,4358.49,0.00,0.00
query_differences_select_full_match,50.00,1.00,4186.75,5102.34,4186.55,915.39,0.40,4358.36,0.00,0.00
query_differences_select_leftmost_prefix,50.00,1.00,1632.21,2547.80,1632.01,915.39,0.40,4358.73,0.00,0.00
query_differences_select_not_leftmost,50.00,1.00,325.20,1240.79,325.00,915.39,0.40,4361.45,0.00,0.00
query_differences_select_range_values,50.00,1.00,381.40,1296.99,381.20,915.39,0.40,4360.85,0.00,0.00
query_differences_select_range_with_like,50.00,1.00,3143.14,4058.73,3142.94,915.39,0.40,4358.44,0.00,0.00
query_differences_select_skip_columns,50.00,1.00,1973.21,2888.80,1973.01,915.39,0.40,4358.63,0.00,0.00
query_differences_select_column_prefix,55.00,1.00,904.20,1812.81,904.00,908.41,0.40,4359.25,0.00,0.00
query_differences_select_combined_match_with_range,55.00,1.00,3724.34,4632.95,3724.14,908.41,0.40,4358.39,0.00,0.00
query_differences_select_exact_with_prefix,55.00,1.00,2735.39,3644.00,2735.19,908.41,0.40,4358.48,0.00,0.00
query_differences_select_full_match,55.00,1.00,4184.01,5092.62,4183.81,908.41,0.40,4358.36,0.00,0.00
query_differences_select_leftmost_prefix,55.00,1.00,1627.37,2535.98,1627.17,908.41,0.40,4358.73,0.00,0.00
query_differences_select_not_leftmost,55.00,1.00,325.20,1233.81,325.00,908.41,0.40,4361.45,0.00,0.00
query_differences_select_range_values,55.00,1.00,379.60,1288.21,379.40,908.41,0.40,4360.85,0.00,0.00
query_differences_select_range_with_like,55.00,1.00,3151.27,4059.88,3151.07,908.41,0.40,4358.43,0.00,0.00
query_differences_select_skip_columns,55.00,1.00,1965.41,2874.02,1965.21,908.41,0.40,4358.63,0.00,0.00
query_differences_select_column_prefix,60.00,1.00,905.18,1807.38,904.98,902.00,0.40,4438.43,0.00,0.00
query_differences_select_combined_match_with_range,60.00,1.00,3698.82,4601.02,3698.62,902.00,0.40,4437.57,0.00,0.00
query_differences_select_exact_with_prefix,60.00,1.00,2738.16,3640.36,2737.96,902.00,0.40,4437.66,0.00,0.00
query_differences_select_full_match,60.00,1.00,4162.77,5064.97,4162.57,902.00,0.40,4437.54,0.00,0.00
query_differences_select_leftmost_prefix,60.00,1.00,1631.21,2533.41,1631.01,902.00,0.40,4437.91,0.00,0.00
query_differences_select_not_leftmost,60.00,1.00,323.00,1225.20,322.80,902.00,0.40,4440.63,0.00,0.00
query_differences_select_range_values,60.00,1.00,378.20,1280.40,378.00,902.00,0.40,4440.08,0.00,0.00
query_differences_select_range_with_like,60.00,1.00,3165.56,4067.76,3165.36,902.00,0.40,4437.61,0.00,0.00
query_differences_select_skip_columns,60.00,1.00,1975.58,2877.78,1975.38,902.00,0.40,4437.81,0.00,0.00
