Script,Read (noq),Write (noq),Other (noq),Total (noq),Transactions (per s.),Queries (per s.),Ignored Errors (per s.),Reconnects (per s.),Total Time (s),Total Events,Latency Min (ms),Latency Avg (ms),Latency Max (ms),Latency 95th Percentile (ms),Latency Sum (ms)
replication_comb_sel_thr_1_select,24975.00,53236.00,40.00,78251.00,24991.00,78251.00,0.00,0.00,60.7624s60.0040s,24991.00,2873.11,3200.27,3631.51,3389.21,120744.01
replication_comb_sel_thr_16_select,56507.00,53236.00,40.00,109783.00,56478.00,109783.00,0.00,0.00,60.0704s60.0180s,56478.00,2809.58,3178.45,4508.33,3351.38,1020137.68
replication_comb_sel_thr_2_select,45972.00,56038.00,42.00,102052.00,45986.00,102052.00,0.00,0.00,62.1515s60.0042s,45986.00,2820.52,3110.04,3687.01,3270.94,182120.97
replication_comb_sel_thr_32_select,56133.00,56038.00,42.00,112213.00,56057.00,112213.00,0.00,0.00,63.0096s60.0359s,56057.00,2894.34,3184.61,4819.94,3436.20,1983478.91
replication_comb_sel_thr_4_select,55528.00,53236.00,40.00,108804.00,55535.00,108804.00,0.00,0.00,60.7187s60.2036s,55535.00,2883.89,3199.90,4099.75,3453.35,300886.18
replication_comb_sel_thr_8_select,56884.00,56038.00,42.00,112964.00,56880.00,112964.00,0.00,0.00,63.0454s60.0088s,56880.00,2828.47,3160.57,4132.98,3339.07,543023.05
