Script,Read (noq),Write (noq),Other (noq),Total (noq),Transactions (per s.),Queries (per s.),Ignored Errors (per s.),Reconnects (per s.),Total Time (s),Total Events,Latency Min (ms),Latency Avg (ms),Latency Max (ms),Latency 95th Percentile (ms),Latency Sum (ms)
int_comb_datatyp_bigint_64_select,18488.00,64015.00,33.00,82536.00,9260.00,82536.00,0.00,0.00,62.7768s60.0024s,9260.00,3741.11,3929.87,4105.01,4062.02,122768.43
int_comb_datatyp_decimal_65_select,17624.00,64015.00,33.00,81672.00,8828.00,81672.00,0.00,0.00,61.8689s60.0084s,8828.00,3689.77,3873.46,4083.51,3990.03,121867.03
int_comb_datatyp_int_32_select,18606.00,64015.00,33.00,82654.00,9319.00,82654.00,0.00,0.00,62.7249s60.0069s,9319.00,3703.04,3926.59,4259.11,4210.72,122721.17
int_comb_datatyp_mediumint_24_select,18628.00,64015.00,33.00,82676.00,9330.00,82676.00,0.00,0.00,60.2182s60.0071s,9330.00,3681.58,3769.92,3856.86,3848.77,120214.99
int_comb_datatyp_smallint_13_select,18784.00,64015.00,33.00,82832.00,9408.00,82832.00,0.00,0.00,61.8798s60.0027s,9408.00,3723.66,3873.72,3980.24,3989.53,121871.81
int_comb_datatyp_smallint_16_select,18822.00,64015.00,33.00,82870.00,9427.00,82870.00,0.00,0.00,61.0203s60.0069s,9427.00,3556.50,3819.98,4108.78,3989.53,121016.38
