LogFile,CountValue
range_partitioning_select_with_partition_first_day_1985,0
range_partitioning_select_with_partition_between_1985,62
range_partitioning_select_with_partition_year_1985,62
without_partitioning_select_without_range_between_1985,88
without_partitioning_select_without_range_first_day_1985,88
without_partitioning_select_without_range_year_1985,88
range_partitioning_select_with_partition_without_where,5000
