Script,Read (noq),Write (noq),Other (noq),Total (noq),Transactions (per s.),Queries (per s.),Ignored Errors (per s.),Reconnects (per s.),Total Time (s),Total Events,Latency Min (ms),Latency Avg (ms),Latency Max (ms),Latency 95th Percentile (ms),Latency Sum (ms)
query_differences_select_combined_match_with_range,90719.00,102033.00,69.00,192821.00,90751.00,192821.00,0.00,0.00,61.8376s60.0030s,90751.00,1671.00,1819.33,1931.43,1904.29,121787.14
query_differences_select_exact_with_prefix,87191.00,102033.00,69.00,189293.00,87223.00,189293.00,0.00,0.00,61.8376s60.0027s,87223.00,1671.03,1819.36,1930.89,1904.31,121792.58
query_differences_select_full_match,272886.00,102033.00,69.00,374988.00,272918.00,374988.00,0.00,0.00,61.8376s60.0026s,272918.00,1670.59,1818.89,1929.02,1903.82,121714.92
query_differences_select_leftmost_prefix,85046.00,102033.00,69.00,187148.00,85078.00,187148.00,0.00,0.00,61.8376s60.0026s,85078.00,1671.03,1819.38,1930.88,1904.32,121790.91
